日期,N SAV,接电话人,时间,N° client,店名/公司名,cp,tel/wechat/来访,问题,处理人1,version,日期-机型,解决记录,处理时间,处理人2,结果,如果未能马上解决，补偿方法,处理时间,状态
21/02/2019,1900509,,,CR9218032,tokyo sushi,94200,wx 06 63 37 39 26,"1.微信来图，卡死在界面动不了，急
2.有两单进档时有 过一会就消失了 问这种情况有没有问题",,0515,,"点了café, décaféine     让客人 把accent取掉
2. 崔： 先 升级0101 rdv 22/02 14:30转xie（记一下客人原来的版本）",,,已升级 0101-b7,,,1
21/02/2019,1900510,,,CR6017004,chez Lily,60230,06 51 13 76 88,之前我们这里有同事给她打电话 没接到 打印机的问题,,,,"转407
14:30  未接留言   说25或26号连远程",,,打印机卡住10秒需要升级  0915  xie   05/04/2019  xie 已升级 0101,,,1
21/02/2019,1900511,,,CR9118015,zff/ta sushi,91130,wx,"不知道电脑里记录的是开桌时间 还是出单时间，因为单子上是出单时间而不是开桌时间。想知道查账的时候，显示的是出单时间还是开桌时间，还是两个都有显示。2.问我们是否可以自己查询
3.想知道开桌时间，因为做账都是",,,,"两个时间都有 2. 不行
3. 06 25 83 05 02电话回复和人，没有什么太大问题。时间差不要差太久就行。",,,,,,1
21/02/2019,1900512,,,CR7517027,new okito ,75015,06 34 30 20 53,"1. 今天新拿回去的机子在网络中搜索不到，之前天线坏了在我们这里修，在修期间用的是我们给的另一个网络，现在天线用的新的，机子也是新的，但是在网络中搜索不到
2.如果今天不能尽快回电话，那么明天中午11点10回电话",,,,明天中午11:00 回电话    22/02 11:22 致电客人 客人说迟点打来,,,,,,1
21/02/2019,1900513,,,,royal feves,57280,wx,新的点单机子需要连远程,,,,现在3台PDA 2台DT4100 一台旧PDA 已经ok,,,,,,1
21/02/2019,1900514,,,一辆社,yiliangshe,59300,06 60 15 52 83,"1.想定个时间来取机子
2.想定个时间培训一下",,,,转刘昕,,,,,,1
21/02/2019,1900515,,,CR9219005,pho boulogne,92100,07 83 49 80 58 ,订的caisse机 想把之前约的明天下午两点的RDV改到明天上午10点 ，若时间可以回电话至 07 61 67 57 72,,,,转刘昕,,,,,,1
21/02/2019,1900516,,,CR7517010,sushi story,75013,wx,"1.编号为PF2019.00007的发票可不可以发不是proforma的
2.还有一张发票80多欧 
3.LinaZhang88@hotmail.com",,,,21/02/2019 已发,,,,,,1
21/02/2019,1900517,,,CR9518009,FAFA,95100,wx 07 82 76 81 68,要发票 从去年7月起 邮箱wuhezhong1980@gmail.com,,,,21/02/2019 已发,,,,,,1
21/02/2019,1900518,,,CR7518100,chez natsu,75011,wx 06 20 95 23 40,换了新的caisse 想知道以前的sauvegarde 是不是还有效 回电话至06 20 9523 40 ,,,,都是有效的 客人想改--不能改,,,,,,1
21/02/2019,904,,,CM7518012,新今日,75019,wx,设置usb权限 已经可以了,,,,问客人备份时有出现备份完成吗？自己的U盘本身就是空的吗？ 客人回复U盘是崔给的。因为图片上显示U盘是空的，崔说里面是以后东西的。所以然客人拔掉再插一下试一下，或者换一个U盘。,,,需要 cui 连远程,,,1
,,,,,,,,,,,,,,,,,,1
22/02/2019,1900519,,,CR2118001,SARL chidori,21200,wx,下周一约时间来公司 本周一遗留问题见1900462,,,,已交由崔解决 问客人要远程,,,,,,1
22/02/2019,1900520,,,CR5718011,wok grill,57100,wx/0767839812,ventap进账很慢 卡在百分之六十大约 十秒 客人微信发来视频,,0515,,客人发视频显示卡在百分之60，已问版本号  需要升级到0915  转xie,,,已升级0915-b2,,,1
22/02/2019,1900521,,,CR7518082,sushi yao,75017,wx,之前反应的问题一直存在，即如果想改客户信息，地址会自动变为general henrys。客人微信传来视频。,,,,"已微信视频回复，跟客人说用触屏或者鼠标，不要用键盘的entre键。
已提交bug0000297",,,,bug修复后，给客人升级,,1
22/02/2019,1900522,,,CR0618004,china town,06200,06 70 91 04 08,需要技术人员帮助,,,,inspector 导出arb格式文件 问如何打开 因为不可以直接导入他们软件   ---可以用Firebird打开  或者我们导出 客人授权 我们开devis  inpector说考虑一下,,,,,,1
22/02/2019,1900523,,,CR9218018,monttai,92110,wx 06 58 47 53 64,输入客户电话可以找到客户信息，但如果客户没有电话，只输入地址是找不到客户信息的，如何找客户户信息,,,,转limeng,,,,,,1
22/02/2019,1900524,,,,S avignon,84140,06 98 86 08 88,"打印机问题，有声音，但是打不出来东西，也没有连接的问题。问可不可以换。
15点57来电话，找yw。另外问有没有carte fidelite
ID：120 814 416  密码：w954aj",,,,"转407   让客人先打测试页   3点再联系 
可以打出测试页 serial接口 但是一直不能出单  先把线调成了usb的   等客人消息",,,,客人联系专家  重新换了一台打印机 冲洗安装,,1
22/02/2019,1900525,,,CM6218001,RL et X,62800,06 68 94 84 04 wx,"1.要从去年9月份起的月费发票
2.prelevement的问题
3.邮箱地址：客人说要把地址发到微信，未发",,,,26/02/2019 发发票到 gaoguifang8@gmail.com（合同里找到邮箱）,,,,,,1
22/02/2019,1900526,,,,bosa,93130,wx,"1.多张BL转发票后，发票中的号码全乱了，并且没有显示sous total BL N：....
2.客人微信传来多张图片 
3.客人反映多张转发票没什么用，号码太乱，不能这样给客人。问可以不可以明确显示送货日期，客人发来图片，如图所示。",,,,微信已回复,,,,,,1
22/02/2019,1900527,,,CR2118001,hatori/ chidori,21200,06 16 98 07 75,"14:15客人打来电话 
15点40来电话说我们之前说十分钟后给她电话 但是等了一个小时了",,,,"发远程 
客人25号 12h 左右带机器过来",,,,,,1
22/02/2019,1900528,,,CR5717009,delices d asie,57400,wx,客人微信发来视频，arcresto导入 打开emporter后内容是空的,,,,已跟客人解释可能arcresto中emporter就没东西,,,,,,1
22/02/2019,1900529,,,CR9418006,tokyo sushi,94200,wx,昨天有两单自动消失，请问是有什么问题吗,,,,wx 上询问 什么操作的时候发现的 ,,,,,,1
22/02/2018,1900530,,,CM7517005,99,75010,06 09 26 17 08,有一个软件关于前台记发票的，可能是需要更新，不清楚是要来公司，还是可以线上解决。,,,,问专家,,,,,,1
22/02/2019,1900531,,,CR7517027,new okito,75015,06 34 30 20 53,15点09客人打来电话，说我们这里之前有人给她打电话。,,,,wangsen,,,已解决,,,1
22/02/2019,1900532,,,CR9519003,wasabi,95870,06 46 62 58 76,之前约好3点来公司拿东西，今天有点忙，所以想改时间到4点半至五点来公司。若时间可以，请回电话至06 46 62 58 76确认,,,,rdv 改成 25/02 15:30左右,,,,,,1
22/02/2019,1900533,,,,thai basilic,93290,wx,打印机卡在60%  8秒左右,,0515,,需要升级到0915  xie,,,已升级0915,,,1
22/02/2019,1900534,,,,thai basilic,93290,06 21 96 38 59 ,新的老板想用她的电脑 ，有些她的信息需要更改，想约个时间解决这件事。,,,,01 74 25 72 36老板娘睡觉了 让客人周五来换公司的时候  直接导菜牌+升级软件,,,,,,1
22/02/2019,1900535,,,,蜀圆 孙太太,,06 28 71 61 68,"崔接电话
1.蜀园主机commande时Bar打印机不出单
2.蜀园楼下厨房不出单
3.sun cafe用pda点emporter surplace时ventap找不到，arctouche里也没有 arcresto后台有",,,,"远程1177957475/81bds6
chef 250801
1.2.调整打印机设置，在软件中直接选择打印机系统名。打印bar、cuisine测试页，等待客人回复结果。",,,,,,1
22/02/2019,1900536,,,CR6318004,Asie,63120,wx,发票1440欧 27/12/2017 邮箱地址：jiangjiagen1981@163.com,,,,"已发
",,,,,,1
22/02/2019,1900537,,,,中国红,75011,06 58 54 62 30 ,"1.打印机的问题，卡住，打不出单子。
找yw",,,,远程检查设置正常 prt_ctrl 删掉了black on和black off 客人试过两张单 可以正常出 让客人先继续使用 周一再了解一下情况,,,,,,1
,,,,,,,,,,,,,,,,,,1
25/02/2019,905,,,CR7818041,sushi carrieres,78420,wx,客人付款的时候是一半现金一半银行卡，但是出账的时候她做成两张都是现金的单子，现在已经做好账了，问该怎么办。,,,,问客人是否并账后发现付款方式错误，如果是这样只需和会计说即可。,,,,,,1
25/02/2019,906,,,CR3818005,sushi grenoble,38000,wx,微信发来邮箱地址 karine.sang@gmail.com,,,,已记录到软件中,,,,,,1
25/02/2019,907,,,CR6018003,royal de la morlaye,60260,wx 07 89 53 12 53,想要每个月的总单里有每天的总单,,,,微信发了设置打印月账连同天帐的视频,,,,,,1
25/02/2019,908,,,CR6517001,royale tarbes,65000,06 14 14 35 32 wx,想在ventap中加入一个付款方式，转账。,,,,微信发视频给客户,,,,,,1
25/02/2019,1900538,,,CR6717001,WAN DA,67118,06 18 37 69 37  wx,"1.屏幕坏了，触屏不管用。已让客人发视频和图片至微信。
2.客人微信传来视频
3.怀疑是屏幕问题，光标不显示，
4.15点半来微信想约个时间升级，急。",,,,chic双控故障 · 让客人拿来 返厂修 升级成49.9    客人不理解认为必须提供借用机,,,10/06/2019 回访客人问有没有什么问题,,,1
25/02/2019,1900539,,,CR9418006,tokyo sushi,94200,wx,"1.见1900529，进单完成后客人没有动，然后付钱的时候里面是空的，想重新进单结果卡死，关机重启后可以进单，进好后又卡死，重启后单就不见了。
2.客人想不起来，也看不到里面的单子",,,,让客人拍这张单的详细,,,10/06/2019 回复说没有问题,,,1
25/02/2019,1900540,,,CR8317001,royal d asie,83000,wx,2月13号说点单机屏幕有问题 寄给我们，问我们是否收到,,,,"电话跟客人说已收到
0659922537",,,,,,1
25/02/2019,1900541,,,CR3318002,DIFENG,33000,06 69 92 55 13,"电源连上后，电脑用不了，需要技术人员尽快联系她。
微信传来视频，机子连接正常。",,,,店关了一周做装修     neo  就开不了机了   让客人检查下线是不是原装的  实在开不起来 就把机器拿过来,,,已换luxe,,,1
25/02/2019,1900542,,,CM9718001,sarl lotus,97440,wx,"希望2月28号下午安排一下更新系统。
（月费已转账，可以做升级。但是客人的union 那家店 月费未付，不可升级）",,,,约RDV 到28/2/2019 14：30,,,,,,1
25/02/2019,1900543,,,CR7818046,le canard d or express,78000,wx,"客人周一中午来公司，想问envoie en cuisine软件怎么用，需要安装。
找李萌",,,,转limeng,,,,,,1
25/02/2019,1900544,,,CR9218013,sushi ajisen,92120,wx,"1.每个月的recette打出来只有到23号的，24号到月底的，这是为什么，也没有现金，银行卡等详细数字。
2.客人发来版本号1.2.0 20180515
3.约远程 明天下午两点半 可以吗？",,0515,,"微信让客户发23 24 的 recette
微信约远程
RDV 14H30 26/02 xie  升级0915",,,已升级0101-b7,,,1
25/02/2019,1900545,,,CR3519001,ma 168/ table rouge,35000,wx,想约28号来公司，复制一下客户信息。,,,,转limeng,,,,,,1
25/02/2019,1900546,,,CR7517028,okito 3,75009,wx  06 51 09 96 62 ,"1.软件今天早上打不开，显示错误ID 00010
2.想酒水从主打印机出单",,,,"1. 算号里多了一个ip  192.168.2.36
 arcresto fr 不能用  已做备份并替换
2.微信问客人要远程看一下设置 客人没回",,,,,,1
25/02/2019,1900547,,,CR3418001,shanghai下家,34420,06 25 58 31 70,"上周三发了contrat 换公司，然后现在不知道接下来做什么
15点25分打来电话，请回电话至06 25 58 31 70 ",,,,未接 如果回电转406 已经跟客人解释 需要上家先解约 上家签好字就联系换公司,,,T,,,1
25/02/2019,1900548,,,CR7818043,sushi dong,78280,06 25 20 25 24,老的电脑中1至6月份的张单，怎么打？现在用的是新机子,,,,14:33 已留言 转407     询问两台电脑是联机还是分开独立的？,,,客人要过来  让客人把电脑 打印机 电源线 都拿过来,,,1
25/02/2019,1900549,,,CR2118001,hatori/chidori,21200,06  16 98 07 75,"1.本来说今天12点半拿机子过来，想改在下午1点半到两点来公司，确认时间可以的话请回电话至06 16 98 07 75
2.16点48打电话来催，问什么时候可以来取机子",,,,"
已电话联系让她尽快送来",,,,,,1
25/02/2019,1900550,,,CR6818001,etoile celeste,68260,06 03 30 12 15,见1900493 上周的问题，掌上宝自动关机 死机,,,,客人连了店里的网 已经连回ARG 测试正常,,,,,,1
25/02/2019,1900551,,,CR9418023,LHK bambou,94140,wx,"客人发来视频，ventap卡死，动不了。
版本号1.2.0 20180515
今天下午两点约远程RDV 可以吗？",,0515,,"neo的机器，触屏操作，点了结账之后，屏幕卡   专家：升级到0101
已约2点  wangsen升级",,,已升级20190101-b7,,,1
25/02/2019,1900552,,,,中国红,75011,06 58 54 62 30wx,"1.打印机问题，打不出来单子，找yw
2.客人微信发来图片，其他的单子上传后，之前的单子清除不了。
客人15点18 发微信来催
16点50打电话来催",,,,2. 选择上传后删除数据,,,,,,1
25/02/2019,1900553,,,CR2718001,miyagi,27140,06 18 04 35 86 ,收到发票是已自动扣，还是要寄支票,,,,14:38 已回复客人。是正式发票 不需要再付,,,,,,1
25/02/2019,1900554,,,CR2718006,sushi evreux,27000,06 33 49 71 66,"1.入账问题
2.电脑很卡",,,,"1.查账问题+ 
2. pos classic 模式改成 touche模式
3. 打印机卡在
rdv 26/02/2019   11：00-11:30
4.01/03/2019 17h20 RDV 远程教学导出查账数据",,,,,,1
25/02/2019,1900555,,,CR8418001,leopard 金钱豹,84000,06 51 75 85 88,老的没有认证的那台机子，有账要打，但是开不了机了，如果需要把机子拿来的话想约个时间。,,,,27/02  早上一早拿来 下午下班前  已跟客人说 不一定能修,,,1900585,,,1
25/02/2019,1900556,,,CR9118013,wok sushi,91940,06 99 25 88 89,电脑黑屏了，想现在拿来，如果时间可以请尽快回电话至06 99 25 88 89,,,,已让客人过来,,,跳电 开机后没有系统,已换luxe,,1
25/02/2019,1900557,,,CR7718010,hokkaito,77380,06 66 83 88 89,刚拿走机器，需要打印机设置和连机,,,,已转406,,,已经调试好联机+打印机+第二块屏幕,,,1
25/02/2019,1900558,,,CR9318020,kawaii,93300,wx,问如果最近没开arcsolu机，只用了ventap那不需要今天就打开routeur是吗？,,,,客人刚拿回去机箱 还没有改IP 17；57打电话客人说没到店里 约明天下午15h 已告诉客人ventap连不上主机会卡住     王森+xie   ,,,xie：客人改RDV 道05/03/2019 因为没有地方放，暂时也没用   等客人联系我们n,,,1
,,,,,,,,,,,,,,,,,,1
26/02/2019,909,,,CR7518153,koto sushi,76000,wx,客人微信传来图片，在livraison中有一个单号记录了三次，因为地址和邮编的问题，请问如何删除多余或是错误的记录。,,,,客人是使用ARG进行点单，客户信息存错了，所以需要删除掉错的客户信息。转回售后1900574,,,,,,1
26/02/2019,911,,,CR9218026,hokiko,92600,wx,打包减百分之十，电脑怎么设置。,,,,微信回复客人教学视频,,,,,,1
26/02/2019,912,,,CR7518064,l orient d or,75009,06 46 38 86 78,上周六录了一单，当时显示错误，屏幕有弹出一个框，以为单子没录进去，后来再看，只录进去了两道菜，现在该怎么办。,,,,关于帐的部分，和客人解释只需和会计说一下即可。然后让客人拍照看一下目前单的状况后续详见1900573,,,,,,1
26/02/2019,913,,,CR6318004,asia,63120,wx,添加一个付款方式，cheque de vacances,,,,微信回复客人教学视频,,,,,,1
26/02/2019,915,,,CR9218026,hokiko,92600,06 33 76 69 02,新机子ventap如果调出来emporter,,,,因客人一直未回微信，所以打电话和客人确认。客人还没有照着视频操作。让客人先看视频，不明白再联系我们。,,,,,,1
26/02/2019,916,,,CM6218001,wok king,62880,wx 06 20 84 69 67,问ventap和老机子可不可以出年单，一年的单子,,,,和客人说需求已提交,,,,,,1
26/02/2019,1900559,,,CR9418033,le bonheur de chine,94430,"06 13 08 41 07
01 45 93 32 30","1.昨天机子触屏不能用，用的鼠标。
2.鼠标不知道点到哪里了，导致今天早上开机密码也不对了。
3.两点十分打来电话说做远程。",,,20180827    desir pos,"让客户发视频到微信看具体是什么问题
触屏不准，下午2h30rdv远程",,,已传自动校准,,,1
26/02/2019,1900560,,,CR9219002,sanya,92400,wx,客人微信发来视频，ventap neo 开机后黑屏，死机。,,,,客人重启一下就好,,,,,,1
26/02/2019,1900561,,,CR3418001,le phenix,34420,06 15 49 56 61,收到一封邮件，关于月费的，但是邮件找不到了。,,,,已重发至rs34420@hotmail.fr 27/02/2019 客人已签字 回邮件,,,,,,1
26/02/2019,1900562,,,CR3318002,difeng,33000,wx 06 69 92 55 13,"客人想今天下午16点左右把caisse带过来，时间可以吗？
时间可以的话请回电话至06 69 92 55 13确认。",,,,已回电让客人15h拿来，客人说尽快拿来,,,已换luxe,,,1
26/02/2019,1900563,,,CR2718006,sushi evreux,27000,06 33 49 71 66,找yw。,,,,"打印机卡 已升级0915
pos 模式改成boutton 模式   
数据已备份到usb",,,,,,1
26/02/2019,1900564,,,CR7518003,thai basilic,75019,wx 06 11 40 16 16,"1.有一台电脑连不上网，想要一个人去他们店里看看。两点20发来微信说是外面门口的电脑的连不上网了
2.26号下午15点50打来电话，号码是06 11 40 16 16。继续反应问题1
3.另外，机子定错了，想要大屏幕的结果订成小屏幕的了，怎么办
",,,,"1.2.  问客人哪台电脑有问题
3.已重新出报价  客人周五下午来",,,崔 上门检测 由于非正常断电导致路由器tcp协议重置    已修复,,,1
26/02/2019,1900565,,,CR2118001,hadori/chidori,21200,06 16 98 07 75,"1.昨天机子已经从我们公司拿走了
2.数据问题什么时候可以弄好",,,,已回复 28/02下午给客人打电话,,,1900599,,,1
26/02/2019,1900566,,,CR9118013,wok sushi,91940,06 50 24 30 77,"1.昨天拿来修的机子什么时候可以修好
2.另外一台机子连接的打印机，有声音，连接没问题。但纸上不来，重新换了纸也上不来。微信发来视频。",,,,"1. 崔才做  硬件
2. 打印机拿来 爪子断了",,,"1. 换成luxe 
2. 换切刀",,,1
26/02/2019,1900567,,,CR9519002,wok fa,60230,06 25 35 15 80,遥控器连接的机子打不出来单子。,,,,转李萌,,,"原客人没要厨房功能 
现客人希望在pda 上点完单后 点valider 直接可以出一个总单 
已教客人加bar 并设置表单 cuisine-fml.xml   加printer表单 
但是ventap里没有菜牌，等客人店里有网之后再远程导",,,1
26/02/2019,1900568,,,CM5918001,VAD,59174,wx,上次打电话说寄来发票，但是没有收到，留下邮箱Xiaojie.Xu59@gmail.com,,,,26/02/2019 已发发票,,,,,,1
26/02/2019,1900569,,,CR5917002,dragon d or,59500,wx,微信来图，弹出error unknown，但关机重启后就没有了，客人想知道这是怎么回事。   error unknown sending event 11 qmouseevent to object btnPayOrder (11QPushButton),,,,只是通讯的问题可以继续使用,,,,,,1
26/02/2019,1900570,,,,中国红,75011,06 58 54 62 30,找 yw 做远程。,,,,前台pos 初始化  ,,,ok,,,1
26/02/2019,1900571,,,CR8417001,uni wok,84000,wx,明显感觉机子慢，新机器ventap,,,,开机输入码界面联ARC RESTO卡在 百分之五十,,,已解释 是主辅机连接时网络连接 等5秒之内是正常的,,,1
26/02/2019,1900572,,,,fouwey,75011,wx 06 52 14 33 55,之前和李先生联系过，想27号下午带着机子过来公司，去年前年的发票 已开 但是客人的客人付不了 是不是要开avoir ,,arcerp,,让客人跟会计说把这些账目报成坏账就好了,,,,,,1
26/02/2019,1900573,,,CR7518064,l orient d or,75009,06 46 38 86 78,上周六录了一单，当时显示错误，屏幕有弹出一个框，以为单子没录进去，后来再看，只录进去了两道菜，现在该怎么办。,,,,帐的部分和客人解释，只需和会计说一声让会计按照正确的金额报账即可。客人描述周六时打印TICKET时卡住，有弹出错误对话框。但是当时比较忙所以并没有留下照片，第二天发现软件中有这张单，但是只有两个菜在里面。客人不确定是否有金额，让客人到店里之后拍照片过来。,,,,,,1
26/02/2019,1900574,,,CR7518153,koto sushi,76000,wx,客人微信传来图片，在livraison中有一个单号记录了三次，因为地址和邮编的问题，请问如何删除多余或是错误的记录。,,,,客人是使用ARG进行点单，客户信息存错了，所以需要删除掉错的客户信息。,,,转李萌,,,1
26/02/2019,1900575,,,CR3117001,Aux Milles Saveurs,31830,"0627382483
0534594689","Néo,打印出纸非常慢
打印的时候需要等上3秒钟",,,,已电话回客人，可以使用，如果有问题再联系。,,,,,,1
26/02/2019,1900576,,,,atelier ou wok,77600,06 52 42 88 43,屏幕放我们这里修了两周了，问什么时候可以修好,,,,已电话通知返厂最少3周有消息，最少4到5周能寄回,,,,,,1
26/02/2019,910,,,CR7818046,le canard d or,78000,07 60 35 09 06,想修改一下机子cloturer的时间，一般都是12点，想修改到1点,,,,客人现在不在店里，明天11点打给客人教她如何操作。27/06在电话里教了客人还教了如何备份数据库,,,,,,1
26/02/2019,914,,,CR7318003,sushi power,73000,wx,ventap可不可以不打印每个结账小票，当每座结账时,,,,问客人电话号码是不是07 61 99 74 84，想和客人电话说。但是电话未接通。26/02客人又打回时和客人讲了25一下可以不打的这个情况。,,,,,,1
26/02/2019,917,,,CM3818001,Lucy LH ,38000,wx,"一体式的caisse 买了有一年了，没有联网，问需不需要更新软件
客人微信发来图片：1.1.0（180124p）",,,,让客人发版本号过来 需要升级回复客人微信问他现在店中是否有网。有网需要和客人约时间升级。已约28/02 10H30,,,,,,1
,,,,,,,,,,,,,,,,,,1
27/02/2019,918,,,CR9418028,sushi123,94160,wx06 95 20 85 89,出了一张note然后不小心删了一些东西，之后出了ticket，这样会有trace吗？问是不是重新开张单子，把刚刚删掉的补进去就好了。,,,,电话回复客人偶尔这样一张单是没什么太大关系的,,,,,,1
27/02/2019,919,,,CR9118034,SAS LIN,91290,06 23 95 96 95,"客人想添加一种付款方式，饭卡。
客人没有微信也不会用这些，所以没有加公司的微信。",,,,短信的形式教了客人如何增加付款方式,,,,,,1
27/02/2019,920,,,CR7518080,feuforet,75015,01 42 73 15 80,机子用不了 ，还是练习模式,,,,是员工打过来的，老板不在店里。但是老板让他开始使用这个机器。这位员工知道如何退出练习模式，只不过想确认一下是不是这么做。,,,,,,1
27/02/2019,1900577,,,CR7318003,sushi power,73000,wx,想要royal buffet26/09/18-24/12/18共五张发票，邮箱地址：royalbuffet21@gmail.com,,,,27/02/2019 已发,,,,,,1
27/02/2019,1900578,,,CR7518064,l orient d or,75009,wx,"1.见1900573 客人微信传来图片，55.4的这张单子卡住了，但是录进去了两道菜。
2.客人17点58分发来微信，说点不进去，只能看到这里。",,,,问客人是不是这张单没有支付方式,,,11/06/2019 最近使用没有问题,,,1
27/02/2019,1900579,,,CR7817009,xuri/ 7+1,78990,wx,"1.客人微信发来视频，点击日营业额时卡住，不卡时，进入后点击左上条形图小符号依旧卡住。退出后再重进日营业额还是卡住，进不去。
2.反应之前的问题，就是单子会自动消失，但是这个问题客人没办法拍成小视频，因为她也不知道什么时候哪张单子会消失，但最近这个情况频繁
3.17点30微信发来图片，表示还是有单子会消失。",,,,崔 远程看一下,,,"1.升级linux-hwe-16.04系统内核硬件稳定版
2.ventap20180915b2升级至20190101b8",,,1
27/02/2019,1900580,,,CR9518011,sushi sky,95300,wx 06 16 81 92 58,"要每月23欧的发票，全部
邮箱地址：stgt95@hotmail.com",,,,27/02/2019 已发,,,,,,1
27/02/2019,1900581,,,CR3519001,ma 168/table rouge,35000,06 68 69 98 88,老的机子中的客户信息可不可以导入usb中，然后拿到我们公司，再导入新机子中。客人不想带着机子来公司。,,,,转 李萌,,,,,,1
27/02/2019,1900582,,,CR2718006,sushi evreux,27000,06 33 49 71 66,还是入账问题 ，找yw 。稍后有时间请回电话至客人。,,,,ventap 导出的账目打不开,,,已电话回复,,,1
,1900583,,,CR3318002,difeng,33000,06 69 92 55 13,找yw 关于报价的问题,,,,已电话回复  客人考虑后 转407,,,,,,1
27/02/2019,1900584,,,CR7618007,sushi long,76600,06 03 56 72 72 wx,"机子连不上网，客人微信来图，VMS connexion echouee
16点57分打电话来催
17点45打电话来催，说另外有一个问题，还是connecxion的",,,,让客人检查网线 防火墙  主机要打开  1900594,,,1900594,,,1
27/02/2019,1900585,,,CR8418001,leopard 金钱豹,84000,06 51 75 85 88,小机箱 拿到公司修,,,,不建议修理  客人重新买机箱 数据在 原硬盘给客人 已连接打印机     客人回到店里远程：1.装触屏驱动，2. 固定arcresto   ip   192.168.2.2    3.主辅机连接     4.升级成arcreto g（这个之后客人做完账之后再做）,,,已重新购买,,,1
27/02/2019,1900586,,,CR7518135,fresh noodles,75001,wx,"1.有一个PDA用不了，连接不了。尝试发远程，失败
2.催一下小崔帮蜀圆找个驱动",,,,"1. 让客人检查wifi是否连接在 arcmobile上
2.驱动已装见583行  1900508",,,,,,1
27/02/2019,1900587,,,CM7518007,parapharamacie YY,75003,06 50 59 54 74,"1.进的新产品，电脑点mies a jour 更新不了
2.电脑老死机，重启以后就好了，有什么问题吗
3.选择了错误的付款方式，但已并账，可以修改吗",,,,转刘昕,,,,,,1
,,,,,,,,,,,,,,,,,,1
28/02/2019,921,,,CR7518125,the hemaru,75008,09 53 75 67 57wx,"1. 刚开始用认证机器，不知道怎么退出 mode ecole。客人会发微信到公司询问
2. 去年买的机器，问需不需要升级",,,,"1.给客人发了视频，并且电话中也教了客人如何操作。
2.确认客人是2018年7月取的机器，应该不需要更新。",,,,,,1
28/02/2019,1900588,,,CR9219006,EVAL,92300,wx,"1.客人微信发来视频，ventap屏幕光标和手指点的地方不一致。
2.客人10点54分发微信继续反映：小的那个屏幕不会动，如果12个以上的menu打进去，就会显示不全。
3.cuisine行距太紧凑",,,,"1.小屏幕连接后光标问题已解决
2.转刘昕
3.专家28/02晚上会看一下软件。跟客人说 最晚04/03这周回复客人",,,,,,1
28/02/2019,1900589,,,CM7518012,新今日,75019,wx,"1.ERP机子，客人微信发来图片，弹出错误框：FormMain.FormJournalCusInvList.qry.SelectQuery
2.客人15点44微信发来图片 id：354 190 942 MDP：3481",,,,客人erp版本较老 需要升级,,,,,,1
28/02/2019,1900590,,,,中国红,75011,06 58 54 62 30,"1.数据上传不上去
2.还是之前打印机的问题
3.找yw 
4.11点28分打电话来催，说尽量3点之前联系她",,,,"1.前台上传后删除数据 未勾选 
已跟客人解释不订购机器 以后不能售后了",,,,,,1
28/02/2019,1900591,,,CM9718001,SARL lotus,97440,wx,"1.客人微信发来远程id：516 869 983 MDP：3161
id：1200 322 157 MDP：k9rt91
客人13点04微信发来图片 id：1170 297 782 MDP：mc9t72
2.升级后客人微信又问如何添加按钮。转李钦",,,,升级到201810915b2,,,前台已升级 前后台已有联机设置 但是没给客人更新 怕客人后台没设置好 2. 培训问题转李钦,,,1
28/02/2019,1900592,,,CR7718010,hokkaito,77380,06 66 83 88 89,"1.客人不想加微信，问题就是周一从我们这里拿回去的新机子，结账的时候会卡在百分之60大约7-8秒。
2.客户信息中，电话号码显示不全，即开头第一位和最后一位显示不出来。",,,,"已让客人加微信
1.发小视频    需升级到0915
2.发图片      已解释由于显示屏的不同显示不出是正常的
以便诊断",,,1.已升级20180915b2   wangsen,,,1
28/02/2019,1900593,,,,bosa,93130,wx,"客人问我们公司地址，说和我们公司不知道哪位同事约了今天下午过来安装软件，客人没有问对方名字。
已微信告知地址",,,, vivi   copier 老电脑的erp文件夹到新电脑上,,,,,,1
28/02/2019,1900594,,,CR7618007,sushi long,76600,06 03 56 72 72,"1.机子连不上网 VMS connexion echouee
2.有两台机子没办法连接
3.昨天微信回复的，他没有在电脑里找到对应的parametre
4.最好电话回复，微信看不懂。最好可以回复和他确认个时间来解决这件事，他不会一直在店里。",,,,14H30看一下,,,客人开了防火墙 已经ok,,,1
28/02/2019,1900595,,,CR3318002,DIFENG,33000,06 69 92 55 13,昨日遗留问题，找yw，请回电话,,,,客人要订luxe 机器  客人定好时间后会打电话,,,,,,1
28/02/2019,1900596,,,CR6918007,Shao,69000,06 98 53 79 10,"收到了新的pda,但是忘记了怎么和电脑相连。",,,,未接留言  转 406,,,01/03已教,,,1
28/02/2019,1900597,,,,fresh noodle,75001,wx,昨日遗留问题，pda不能用，查看了线路，连接没有问题。,,,,微信问客人PDA的情况 等客人回复,,,客人回复又可以连接了,,,1
28/02/2019,1900598,,,CR9118013,wok sushi,91940,06 50 24 30 77,需跟客人说账目丢失的证明晚点给客人  要等厂家回复,,,,已告知,,,,,,1
28/02/2019,1900599,,,CR2118001,hadori/chidori,21200,06 16 98 07 75, 28/02下午给客人打电话,,,,"客人回电话说发远程ID过来
01/03 回访，客人说目前没有发现有什么其他情况了",,,崔 已按照客人的excel表格重新导入了数据,,,1
